Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Moore_County,-48%,-2%,+12%,Not enough data for this date,-39%,+21%
Nash_County,-36%,+3%,Not enough data for this date,-32%,-32%,+10%
New_Hanover_County,-51%,-14%,-25%,-67%,-39%,+13%
Northampton_County,-67%,+21%,Not enough data for this date,Not enough data for this date,-24%,Not
Onslow_County,-35%,-2%,+10%,-71%,-29%,+10%
Orange_County,-52%,-18%,-4%,-31%,-41%,+14%
Pamlico_County,-23%,+9%,Not enough data for this date,Not enough data for this date,-45%,Not
Pasquotank_County,-30%,+4%,Not enough data for this date,Not enough data for this date,-21%,+20%
Pender_County,-23%,+0%,Not enough data for this date,Not enough data for this date,-23%,+20%
Perquimans_County,-53%,-2%,Not enough data for this date,Not enough data for this date,-43%,Not
Person_County,-26%,+10%,Not enough data for this date,Not enough data for this date,-31%,+17%
Pitt_County,-43%,-10%,-2%,-29%,-33%,+11%
Polk_County,-48%,-19%,Not enough data for this date,Not enough data for this date,-29%,Not
Randolph_County,-42%,-2%,-20%,Not enough data for this date,-30%,+9%
Richmond_County,-33%,+40%,Not enough data for this date,Not enough data for this date,-24%,+11%
Robeson_County,-29%,+7%,Not enough data for this date,-40%,-23%,+7%
Rockingham_County,-23%,+6%,Not enough data for this date,-34%,-30%,+10%
Rowan_County,-39%,+2%,+35%,-27%,-33%,+10%
Rutherford_County,-31%,+4%,+9%,Not enough data for this date,-26%,+17%
Sampson_County,-23%,+8%,Not enough data for this date,Not enough data for this date,-27%,+17%
Scotland_County,-21%,-7%,Not enough data for this date,Not enough data for this date,-30%,+12%
Stanly_County,-28%,+1%,Not enough data for this date,Not enough data for this date,-33%,+20%
Stokes_County,-29%,+15%,-22%,Not enough data for this date,-30%,+15%
Surry_County,-30%,+4%,-11%,-31%,-29%,+19%
Swain_County,-75%,+0%,-25%,Not enough data for this date,-56%,Not
Transylvania_County,-25%,-19%,-8%,Not enough data for this date,-24%,+6%
Union_County,-35%,+0%,-14%,-31%,-35%,+13%
Vance_County,-29%,+5%,Not enough data for this date,Not enough data for this date,-30%,+19%
Wake_County,-49%,-18%,+26%,-71%,-40%,+15%
Warren_County,-4%,+7%,Not enough data for this date,Not enough data for this date,-23%,Not
Washington_County,-29%,+4%,Not enough data for this date,Not enough data for this date,-38%,Not
Watauga_County,-62%,-32%,+28%,Not enough data for this date,-43%,+18%
Wayne_County,-35%,+0%,-37%,-29%,-30%,+9%
Wilkes_County,-36%,+14%,-26%,Not enough data for this date,-35%,+17%
Wilson_County,-32%,+3%,-11%,Not enough data for this date,-25%,+10%
Yadkin_County,-46%,+0%,Not enough data for this date,Not enough data for this date,-35%,+15%
Yancey_County,-41%,-5%,Not enough data for this date,Not enough data for this date,-19%,Not
