Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Muhlenberg_County,-27%,+15%,Not enough data for this date,Not enough data for this date,-25%,Not
Nelson_County,-32%,+5%,Not enough data for this date,Not enough data for this date,-37%,+18%
Nicholas_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-45%,Not
Ohio_County,-23%,+29%,Not enough data for this date,-45%,-20%,Not
Oldham_County,-30%,+19%,Not enough data for this date,Not enough data for this date,-30%,+25%
Owen_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-52%,Not
Pendleton_County,+0%,-12%,Not enough data for this date,Not enough data for this date,-25%,Not
Perry_County,-37%,-5%,Not enough data for this date,Not enough data for this date,-23%,Not
Pike_County,-46%,-22%,Not enough data for this date,Not enough data for this date,-21%,Not
Powell_County,+0%,-2%,Not enough data for this date,Not enough data for this date,-43%,Not
Pulaski_County,-39%,-9%,Not enough data for this date,Not enough data for this date,-33%,+19%
Rockcastle_County,-43%,-4%,Not enough data for this date,Not enough data for this date,-24%,Not
Rowan_County,-30%,+8%,Not enough data for this date,Not enough data for this date,-27%,Not
Russell_County,-20%,+23%,Not enough data for this date,Not enough data for this date,-45%,Not
Scott_County,-39%,-13%,Not enough data for this date,-43%,-41%,+27%
Shelby_County,-43%,+11%,Not enough data for this date,-31%,-43%,+20%
Simpson_County,-29%,-2%,Not enough data for this date,-38%,-38%,Not
Spencer_County,-20%,+6%,Not enough data for this date,Not enough data for this date,-31%,Not
Taylor_County,-28%,+28%,Not enough data for this date,Not enough data for this date,-26%,Not
Todd_County,-52%,+15%,Not enough data for this date,Not enough data for this date,-51%,Not
Trigg_County,-33%,+17%,Not enough data for this date,Not enough data for this date,-50%,Not
Trimble_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-50%,Not
Union_County,-23%,+6%,Not enough data for this date,Not enough data for this date,-56%,Not
Warren_County,-45%,-13%,-43%,-14%,-37%,+12%
Washington_County,-29%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-59%,Not
Wayne_County,-11%,-11%,Not enough data for this date,Not enough data for this date,-32%,Not
Webster_County,-34%,+10%,Not enough data for this date,Not enough data for this date,-34%,Not
Whitley_County,-38%,+6%,Not enough data for this date,-14%,-27%,-3%
Wolfe_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-49%,Not
Woodford_County,-26%,-13%,Not enough data for this date,Not enough data for this date,-29%,Not
