Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Knox_County,-26%,+14%,Not enough data for this date,Not enough data for this date,-36%,+22%
Lake_County,-43%,-1%,+120%,-30%,-37%,+14%
Lawrence_County,-28%,-4%,Not enough data for this date,Not enough data for this date,-31%,+19%
Licking_County,-35%,-3%,+9%,-32%,-33%,+12%
Logan_County,-22%,+4%,Not enough data for this date,Not enough data for this date,-48%,+23%
Lorain_County,-36%,+10%,+114%,-59%,-35%,+12%
Lucas_County,-48%,+0%,+61%,-12%,-38%,+14%
Madison_County,-40%,-9%,Not enough data for this date,-24%,-35%,+21%
Mahoning_County,-42%,+0%,+97%,-34%,-38%,+13%
Marion_County,-29%,+5%,Not enough data for this date,Not enough data for this date,-39%,+21%
Medina_County,-41%,+4%,Not enough data for this date,-30%,-34%,+14%
Meigs_County,-29%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-18%,Not
Mercer_County,-34%,-6%,Not enough data for this date,Not enough data for this date,-32%,+22%
Miami_County,-36%,-4%,-4%,Not enough data for this date,-35%,+12%
Monroe_County,-57%,-6%,Not enough data for this date,Not enough data for this date,-44%,Not
Montgomery_County,-45%,-3%,+87%,+2%,-37%,+12%
Morgan_County,-22%,+20%,Not enough data for this date,Not enough data for this date,-34%,Not
Morrow_County,-45%,-6%,Not enough data for this date,-33%,-31%,+18%
Muskingum_County,-33%,-6%,Not enough data for this date,-21%,-30%,+10%
Noble_County,-53%,+9%,Not enough data for this date,-17%,-39%,Not
Ottawa_County,-32%,+6%,Not enough data for this date,Not enough data for this date,-32%,+22%
Paulding_County,+11%,+13%,Not enough data for this date,Not enough data for this date,-38%,Not
Perry_County,-5%,+3%,Not enough data for this date,Not enough data for this date,-25%,+10%
Pickaway_County,-21%,+5%,Not enough data for this date,-5%,-25%,+20%
Pike_County,-22%,-5%,Not enough data for this date,Not enough data for this date,-22%,Not
Portage_County,-41%,-2%,+22%,-40%,-38%,+13%
Preble_County,-23%,-20%,Not enough data for this date,+1%,-32%,+22%
Putnam_County,-37%,+17%,Not enough data for this date,Not enough data for this date,-40%,+16%
Richland_County,-46%,-5%,Not enough data for this date,-32%,-39%,+11%
Ross_County,-38%,+7%,Not enough data for this date,+3%,-25%,+17%
Sandusky_County,-30%,+5%,Not enough data for this date,-52%,-35%,+25%
Scioto_County,-33%,+0%,Not enough data for this date,Not enough data for this date,-22%,+15%
Seneca_County,-27%,+10%,Not enough data for this date,Not enough data for this date,-38%,+26%
Shelby_County,-26%,-15%,Not enough data for this date,-29%,-41%,+21%
Stark_County,-40%,-3%,+89%,-7%,-35%,+12%
Summit_County,-43%,+0%,+59%,-23%,-39%,+13%
Trumbull_County,-38%,+8%,+87%,-19%,-37%,+12%
Tuscarawas_County,-35%,+9%,Not enough data for this date,Not enough data for this date,-35%,+12%
Union_County,-38%,+1%,Not enough data for this date,Not enough data for this date,-40%,+30%
Van_Wert_County,-25%,-8%,Not enough data for this date,Not enough data for this date,-34%,+19%
Vinton_County,-56%,+9%,Not enough data for this date,Not enough data for this date,-46%,Not
Warren_County,-45%,+5%,+75%,-24%,-37%,+13%
Washington_County,-40%,-2%,Not enough data for this date,Not enough data for this date,-31%,+19%
Wayne_County,-46%,+1%,Not enough data for this date,-35%,-36%,+12%
Williams_County,-32%,-11%,Not enough data for this date,-58%,-32%,+21%
Wood_County,-46%,-16%,-7%,-31%,-40%,+14%
Wyandot_County,-40%,+6%,Not enough data for this date,-14%,-39%,+6%
