Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Chesterfield_County,-38%,-16%,+34%,-37%,-33%,+13%
Clarke_County,-45%,-21%,Not enough data for this date,Not enough data for this date,-48%,Not
Colonial_Heights,-44%,-17%,Not enough data for this date,Not enough data for this date,-28%,Not
Covington,-40%,-9%,Not enough data for this date,Not enough data for this date,-42%,Not
Craig_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-43%,Not
Culpeper_County,-26%,-6%,Not enough data for this date,Not enough data for this date,-28%,+19%
Cumberland_County,-62%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-38%,Not
Danville,-38%,+2%,Not enough data for this date,-28%,-28%,+15%
Dickenson_County,-23%,-16%,Not enough data for this date,Not enough data for this date,-46%,Not
Dinwiddie_County,+34%,-26%,Not enough data for this date,-46%,-17%,+14%
Emporia,-42%,-1%,Not enough data for this date,-30%,-39%,Not
Essex_County,-25%,-8%,Not enough data for this date,Not enough data for this date,-16%,Not
Fairfax,-61%,-37%,-36%,Not enough data for this date,-51%,+3%
Fairfax_County,-51%,-21%,+14%,-50%,-47%,+19%
Falls_Church,-67%,-47%,Not enough data for this date,Not enough data for this date,-76%,Not
Fauquier_County,-29%,-27%,Not enough data for this date,Not enough data for this date,-25%,+24%
Floyd_County,-37%,+6%,Not enough data for this date,Not enough data for this date,-47%,Not
Fluvanna_County,-79%,-34%,Not enough data for this date,Not enough data for this date,-29%,-1%
Franklin,-22%,-2%,Not enough data for this date,-13%,-33%,Not
Franklin_County,-24%,+2%,Not enough data for this date,Not enough data for this date,-29%,+18%
Frederick_County,-35%,-12%,-13%,-29%,-29%,+12%
Fredericksburg,-50%,-24%,+10%,-64%,-38%,+0%
Galax,-27%,+12%,Not enough data for this date,Not enough data for this date,-44%,Not
Giles_County,-26%,+16%,Not enough data for this date,Not enough data for this date,-15%,Not
Gloucester_County,-24%,-8%,Not enough data for this date,Not enough data for this date,-22%,+18%
Goochland_County,-44%,-23%,Not enough data for this date,Not enough data for this date,-23%,Not
Grayson_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-39%,Not
Greene_County,-18%,-18%,Not enough data for this date,Not enough data for this date,-29%,Not
Greensville_County,Not,Not enough data for this date,Not enough data for this date,-42%,-37%,Not
Halifax_County,-20%,-7%,Not enough data for this date,Not enough data for this date,-24%,+12%
Hampton,-36%,+6%,+49%,-5%,-34%,+12%
Hanover_County,-34%,-14%,Not enough data for this date,-30%,-31%,+23%
Harrisonburg,-52%,-26%,Not enough data for this date,-31%,-46%,+22%
Henrico_County,-44%,-16%,+36%,-69%,-38%,+13%
Henry_County,-20%,+3%,Not enough data for this date,Not enough data for this date,-26%,+17%
Hopewell,-19%,+0%,Not enough data for this date,Not enough data for this date,-28%,+11%
Isle_of_Wight_County,-25%,+9%,Not enough data for this date,Not enough data for this date,-24%,+20%
James_City_County,-59%,+1%,-2%,Not enough data for this date,-43%,+22%
King_George_County,-38%,-18%,Not enough data for this date,-33%,-30%,+0%
King_William_County,-24%,+3%,Not enough data for this date,Not enough data for this date,-22%,Not
King_and_Queen_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-37%,Not
Lancaster_County,-23%,+6%,Not enough data for this date,Not enough data for this date,-29%,Not
Lee_County,-34%,+10%,Not enough data for this date,Not enough data for this date,-16%,Not
Lexington,-55%,-21%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Loudoun_County,-49%,-13%,-16%,-82%,-44%,+17%
Louisa_County,-16%,-6%,Not enough data for this date,Not enough data for this date,-25%,+18%
Lunenburg_County,Not,-4%,Not enough data for this date,Not enough data for this date,-36%,Not
Lynchburg,-46%,-9%,Not enough data for this date,+9%,-39%,+19%
Madison_County,-48%,-27%,Not enough data for this date,Not enough data for this date,-44%,Not
Manassas,-35%,-2%,Not enough data for this date,-56%,-35%,+25%
Manassas_Park,-60%,-11%,Not enough data for this date,Not enough data for this date,-39%,Not
Martinsville,-38%,+8%,Not enough data for this date,Not enough data for this date,-22%,Not
Mathews_County,-62%,+2%,Not enough data for this date,Not enough data for this date,-38%,Not
Mecklenburg_County,-22%,+4%,+4%,-38%,-20%,+5%
Middlesex_County,-43%,+1%,Not enough data for this date,Not enough data for this date,-36%,Not
Montgomery_County,-52%,-3%,Not enough data for this date,-27%,-40%,+26%
Nelson_County,-53%,-3%,Not enough data for this date,Not enough data for this date,-35%,Not
New_Kent_County,-38%,-10%,Not enough data for this date,-36%,-31%,Not
Newport_News,-39%,-5%,+49%,-26%,-34%,+11%
Norfolk,-42%,-2%,+5%,-52%,-35%,+11%
Northampton_County,-32%,-33%,Not enough data for this date,Not enough data for this date,-14%,Not
Northumberland_County,-13%,-17%,Not enough data for this date,Not enough data for this date,-29%,Not
Norton,-44%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Nottoway_County,-30%,+40%,Not enough data for this date,Not enough data for this date,-16%,Not
Orange_County,-21%,+4%,Not enough data for this date,Not enough data for this date,-25%,+11%
Page_County,-29%,-2%,-29%,Not enough data for this date,-33%,Not
Patrick_County,-20%,+19%,Not enough data for this date,Not enough data for this date,-26%,Not
Petersburg,-25%,-3%,Not enough data for this date,-8%,-24%,+18%
Pittsylvania_County,-14%,+10%,Not enough data for this date,Not enough data for this date,-21%,+17%
Poquoson,-16%,-7%,Not enough data for this date,Not enough data for this date,-54%,Not
Portsmouth,-17%,-4%,+12%,+9%,-30%,+10%
Powhatan_County,-35%,-32%,Not enough data for this date,Not enough data for this date,-34%,+8%
Prince_Edward_County,-34%,-17%,Not enough data for this date,Not enough data for this date,-31%,Not
Prince_George_County,-25%,-8%,Not enough data for this date,-28%,-23%,+20%
Prince_William_County,-44%,-18%,+35%,-40%,-39%,+16%
Pulaski_County,-16%,+1%,Not enough data for this date,Not enough data for this date,-32%,+15%
Radford,-65%,-13%,Not enough data for this date,Not enough data for this date,-33%,Not
Rappahannock_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-37%,Not
Richmond,-53%,-7%,+34%,-31%,-39%,+12%
Richmond_County,-25%,-25%,Not enough data for this date,Not enough data for this date,-33%,Not
Roanoke,-45%,-5%,+6%,-32%,-33%,+10%
Roanoke_County,-30%,-7%,Not enough data for this date,Not enough data for this date,-35%,+11%
Rockbridge_County,-32%,Not enough data for this date,Not enough data for this date,-31%,-28%,Not
Rockingham_County,-33%,-9%,+25%,-44%,-31%,+11%
Russell_County,-37%,-22%,Not enough data for this date,Not enough data for this date,-19%,Not
Salem,-30%,-2%,Not enough data for this date,Not enough data for this date,-30%,-1%
Scott_County,-24%,-9%,Not enough data for this date,Not enough data for this date,-26%,Not
Shenandoah_County,-29%,-5%,Not enough data for this date,-36%,-37%,+20%
Smyth_County,-30%,+4%,Not enough data for this date,-14%,-15%,+4%
Southampton_County,-44%,-1%,Not enough data for this date,Not enough data for this date,-15%,Not
Spotsylvania_County,-41%,-7%,Not enough data for this date,Not enough data for this date,-33%,+12%
Stafford_County,-26%,-18%,+54%,Not enough data for this date,-35%,+14%
Staunton,-31%,-15%,Not enough data for this date,Not enough data for this date,-30%,+0%
Suffolk,-33%,+1%,-16%,+10%,-29%,+11%
Surry_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-46%,Not
Sussex_County,-47%,+22%,Not enough data for this date,-52%,-32%,Not
Tazewell_County,-14%,-8%,Not enough data for this date,Not enough data for this date,-18%,+11%
Virginia_Beach,-40%,-11%,+5%,-29%,-37%,+13%
Warren_County,-24%,-11%,Not enough data for this date,Not enough data for this date,-30%,+21%
Washington_County,-49%,-9%,Not enough data for this date,-33%,-24%,+18%
Waynesboro,-34%,-24%,Not enough data for this date,Not enough data for this date,-28%,-1%
Westmoreland_County,-41%,+6%,Not enough data for this date,Not enough data for this date,-26%,Not
Williamsburg,-72%,-38%,Not enough data for this date,Not enough data for this date,-47%,Not
Winchester,-52%,-22%,-67%,Not enough data for this date,-36%,+9%
Wise_County,-28%,-17%,Not enough data for this date,Not enough data for this date,-27%,+6%
Wythe_County,-43%,-5%,Not enough data for this date,-24%,-23%,-2%
York_County,-29%,-7%,-15%,Not enough data for this date,-42%,+26%
