Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Lamar_County,-55%,-9%,Not enough data for this date,-49%,-30%,+17%
Lauderdale_County,-42%,-6%,-10%,-40%,-32%,+18%
Lawrence_County,Not,-18%,Not enough data for this date,Not enough data for this date,-40%,Not
Leake_County,-41%,-35%,Not enough data for this date,Not enough data for this date,-33%,Not
Lee_County,-53%,-8%,Not enough data for this date,-37%,-37%,+23%
Leflore_County,-25%,-7%,Not enough data for this date,Not enough data for this date,-24%,Not
Lincoln_County,-32%,-18%,Not enough data for this date,Not enough data for this date,-26%,Not
Lowndes_County,-43%,+29%,Not enough data for this date,-43%,-27%,+17%
Madison_County,-40%,-8%,-53%,-44%,-33%,+27%
Marion_County,-35%,-12%,Not enough data for this date,Not enough data for this date,-15%,Not
Marshall_County,-33%,-4%,Not enough data for this date,Not enough data for this date,-33%,+5%
Monroe_County,-56%,+25%,Not enough data for this date,Not enough data for this date,-31%,+0%
Montgomery_County,-58%,-29%,Not enough data for this date,-38%,-43%,Not
Neshoba_County,-33%,-20%,Not enough data for this date,Not enough data for this date,-30%,Not
Newton_County,-29%,-13%,Not enough data for this date,Not enough data for this date,-36%,Not
Noxubee_County,-71%,+2%,Not enough data for this date,Not enough data for this date,-31%,Not
Oktibbeha_County,-48%,-22%,Not enough data for this date,Not enough data for this date,-34%,+2%
Panola_County,-27%,+4%,Not enough data for this date,-34%,-34%,-3%
Pearl_River_County,-23%,+3%,Not enough data for this date,-48%,-28%,+18%
Perry_County,Not,-21%,-25%,Not enough data for this date,-44%,Not
Pike_County,-29%,-2%,Not enough data for this date,-35%,-26%,-2%
Pontotoc_County,-47%,-10%,Not enough data for this date,Not enough data for this date,-47%,-1%
Prentiss_County,-37%,-3%,Not enough data for this date,Not enough data for this date,-13%,Not
Quitman_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-48%,Not
Rankin_County,-49%,-3%,-63%,-41%,-28%,+11%
Scott_County,-42%,-4%,Not enough data for this date,-39%,-25%,Not
Simpson_County,-42%,-9%,Not enough data for this date,-30%,-17%,Not
Smith_County,Not,-35%,Not enough data for this date,Not enough data for this date,-48%,Not
Stone_County,-29%,-26%,Not enough data for this date,Not enough data for this date,-31%,Not
Sunflower_County,-21%,-1%,Not enough data for this date,-11%,-20%,Not
Tallahatchie_County,Not,+13%,Not enough data for this date,Not enough data for this date,-41%,Not
Tate_County,-31%,-2%,Not enough data for this date,+8%,-27%,Not
Tippah_County,-35%,-14%,Not enough data for this date,Not enough data for this date,-33%,Not
Tishomingo_County,-26%,+0%,Not enough data for this date,Not enough data for this date,-24%,Not
Tunica_County,-50%,-12%,Not enough data for this date,Not enough data for this date,-50%,Not
Union_County,-42%,-16%,Not enough data for this date,-32%,-39%,Not
Walthall_County,-58%,-11%,Not enough data for this date,Not enough data for this date,-35%,Not
Warren_County,-32%,-2%,-42%,Not enough data for this date,-27%,+16%
Washington_County,-28%,+9%,Not enough data for this date,Not enough data for this date,-23%,+12%
Wayne_County,-42%,-14%,Not enough data for this date,Not enough data for this date,-20%,Not
Webster_County,-44%,-18%,Not enough data for this date,Not enough data for this date,-49%,Not
Wilkinson_County,Not,-22%,Not enough data for this date,Not enough data for this date,-51%,Not
Winston_County,-27%,-2%,Not enough data for this date,Not enough data for this date,-20%,Not
Yalobusha_County,Not,-8%,Not enough data for this date,Not enough data for this date,-51%,Not
Yazoo_County,-40%,-8%,Not enough data for this date,Not enough data for this date,-18%,Not
