Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Putnam_County,-33%,-9%,Not enough data for this date,-59%,-24%,Not
Rabun_County,-52%,-20%,+11%,Not enough data for this date,-31%,Not
Randolph_County,-64%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-56%,Not
Richmond_County,-44%,-4%,-4%,-35%,-34%,+12%
Rockdale_County,-35%,+13%,-4%,Not enough data for this date,-36%,+14%
Schley_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-51%,Not
Screven_County,-67%,-21%,Not enough data for this date,Not enough data for this date,-44%,Not
Seminole_County,-31%,-16%,Not enough data for this date,Not enough data for this date,-38%,Not
Spalding_County,-28%,+1%,Not enough data for this date,Not enough data for this date,-30%,+19%
Stephens_County,-23%,-6%,Not enough data for this date,Not enough data for this date,-29%,+1%
Sumter_County,-31%,-25%,Not enough data for this date,Not enough data for this date,-21%,+1%
Talbot_County,Not,Not enough data for this date,-9%,Not enough data for this date,-48%,Not
Tattnall_County,-41%,-11%,Not enough data for this date,Not enough data for this date,-14%,Not
Taylor_County,Not,-7%,Not enough data for this date,Not enough data for this date,-36%,Not
Telfair_County,-73%,-15%,Not enough data for this date,Not enough data for this date,-37%,Not
Terrell_County,-67%,-23%,Not enough data for this date,Not enough data for this date,-41%,Not
Thomas_County,-38%,-3%,Not enough data for this date,Not enough data for this date,-29%,+22%
Tift_County,-43%,-17%,Not enough data for this date,-35%,-30%,+14%
Toombs_County,-34%,-6%,Not enough data for this date,Not enough data for this date,-26%,-2%
Towns_County,-55%,-15%,Not enough data for this date,Not enough data for this date,-37%,Not
Treutlen_County,Not,-17%,Not enough data for this date,Not enough data for this date,-41%,Not
Troup_County,-35%,+6%,Not enough data for this date,-41%,-40%,+24%
Turner_County,-71%,+8%,Not enough data for this date,-46%,-42%,Not
Twiggs_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-42%,Not
Union_County,-32%,-8%,-10%,Not enough data for this date,-33%,Not
Upson_County,-26%,-10%,Not enough data for this date,Not enough data for this date,-26%,-4%
Walker_County,-17%,+20%,-33%,Not enough data for this date,-29%,+20%
Walton_County,-21%,+22%,Not enough data for this date,Not enough data for this date,-33%,+11%
Ware_County,-39%,-13%,Not enough data for this date,Not enough data for this date,-28%,+11%
Warren_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-53%,Not
Washington_County,-31%,-34%,Not enough data for this date,Not enough data for this date,-23%,Not
Wayne_County,-31%,-15%,Not enough data for this date,Not enough data for this date,-21%,-2%
White_County,-44%,-17%,-28%,Not enough data for this date,-36%,+9%
Whitfield_County,-35%,+0%,+6%,-36%,-41%,+12%
Wilcox_County,Not,-6%,Not enough data for this date,Not enough data for this date,-50%,Not
Wilkes_County,-43%,-11%,Not enough data for this date,Not enough data for this date,-31%,Not
Wilkinson_County,Not,-3%,Not enough data for this date,Not enough data for this date,-46%,Not
Worth_County,-43%,-20%,Not enough data for this date,Not enough data for this date,-33%,Not
