Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Pike_County,-54%,+8%,Not enough data for this date,Not enough data for this date,-56%,Not
Porter_County,-43%,+1%,+160%,-35%,-37%,+12%
Posey_County,-27%,+0%,Not enough data for this date,Not enough data for this date,-18%,-1%
Pulaski_County,-7%,-20%,Not enough data for this date,Not enough data for this date,-48%,Not
Putnam_County,-28%,-14%,Not enough data for this date,Not enough data for this date,-26%,+11%
Randolph_County,-26%,-12%,Not enough data for this date,Not enough data for this date,-23%,+8%
Ripley_County,-51%,-15%,Not enough data for this date,Not enough data for this date,-30%,+0%
Rush_County,-39%,-9%,Not enough data for this date,Not enough data for this date,-34%,Not
Scott_County,-26%,+1%,Not enough data for this date,Not enough data for this date,-38%,+3%
Shelby_County,-37%,-4%,Not enough data for this date,-51%,-38%,+21%
Spencer_County,-44%,+19%,Not enough data for this date,Not enough data for this date,-27%,Not
St._Joseph_County,-43%,-4%,+104%,-24%,-39%,+11%
Starke_County,-23%,+11%,Not enough data for this date,Not enough data for this date,-26%,Not
Steuben_County,-44%,+1%,Not enough data for this date,-32%,-36%,+18%
Sullivan_County,-38%,-5%,Not enough data for this date,Not enough data for this date,-24%,Not
Switzerland_County,Not,-20%,Not enough data for this date,Not enough data for this date,-54%,Not
Tippecanoe_County,-46%,-12%,+39%,+3%,-43%,+13%
Tipton_County,-35%,-2%,Not enough data for this date,Not enough data for this date,-34%,Not
Union_County,-38%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-48%,Not
Vanderburgh_County,-49%,-3%,+29%,-63%,-34%,+12%
Vermillion_County,-31%,+0%,Not enough data for this date,-28%,-27%,Not
Vigo_County,-46%,-8%,-7%,+5%,-35%,+11%
Wabash_County,-35%,-9%,Not enough data for this date,Not enough data for this date,-31%,+8%
Warren_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-56%,Not
Warrick_County,-35%,-13%,Not enough data for this date,Not enough data for this date,-34%,+24%
Washington_County,-40%,-18%,Not enough data for this date,Not enough data for this date,-24%,+11%
Wayne_County,-47%,-9%,Not enough data for this date,-27%,-32%,+11%
Wells_County,-30%,+6%,Not enough data for this date,Not enough data for this date,-28%,+11%
White_County,-25%,-8%,Not enough data for this date,-34%,-32%,+6%
Whitley_County,-32%,-12%,Not enough data for this date,Not enough data for this date,-38%,+21%
