Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Newaygo_County,-37%,+18%,+88%,Not enough data for this date,-32%,+25%
Oakland_County,-66%,-22%,+63%,-42%,-52%,+18%
Oceana_County,-46%,+17%,+9%,Not enough data for this date,-34%,-1%
Ogemaw_County,-47%,+0%,Not enough data for this date,Not enough data for this date,-31%,Not
Ontonagon_County,-46%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Osceola_County,-46%,+10%,Not enough data for this date,Not enough data for this date,-34%,Not
Oscoda_County,-28%,-14%,Not enough data for this date,Not enough data for this date,-55%,Not
Otsego_County,-67%,-37%,Not enough data for this date,Not enough data for this date,-44%,-1%
Ottawa_County,-55%,-20%,+176%,-11%,-45%,+16%
Presque_Isle_County,-64%,-4%,Not enough data for this date,Not enough data for this date,-47%,Not
Roscommon_County,-55%,+30%,-33%,Not enough data for this date,-37%,Not
Saginaw_County,-63%,-16%,-14%,-58%,-44%,+15%
Sanilac_County,-46%,-13%,Not enough data for this date,Not enough data for this date,-36%,+12%
Schoolcraft_County,-80%,-32%,-22%,Not enough data for this date,-51%,Not
Shiawassee_County,-47%,-5%,Not enough data for this date,Not enough data for this date,-43%,+28%
St._Clair_County,-54%,-15%,+27%,-44%,-46%,+15%
St._Joseph_County,-40%,-19%,Not enough data for this date,Not enough data for this date,-38%,+27%
Tuscola_County,-41%,-18%,Not enough data for this date,Not enough data for this date,-38%,+27%
Van_Buren_County,-41%,+4%,Not enough data for this date,Not enough data for this date,-35%,+26%
Washtenaw_County,-63%,-38%,+115%,-46%,-53%,+17%
Wayne_County,-57%,-11%,+36%,-55%,-48%,+17%
Wexford_County,-56%,-7%,Not enough data for this date,Not enough data for this date,-40%,+12%
