Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Rock_County,-41%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-40%,Not
Roseau_County,-73%,-23%,Not enough data for this date,Not enough data for this date,-52%,Not
Scott_County,-40%,-6%,+83%,Not enough data for this date,-40%,+15%
Sherburne_County,-26%,+8%,-42%,Not enough data for this date,-32%,+24%
Sibley_County,-71%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-11%,Not
St._Louis_County,-51%,-8%,+32%,-36%,-36%,+14%
Stearns_County,-48%,-2%,-19%,-53%,-34%,+13%
Steele_County,-40%,+22%,-37%,-47%,-33%,+22%
Stevens_County,-48%,-4%,Not enough data for this date,Not enough data for this date,-33%,Not
Swift_County,-38%,-15%,Not enough data for this date,Not enough data for this date,-41%,Not
Todd_County,-23%,-7%,Not enough data for this date,Not enough data for this date,-35%,+3%
Wabasha_County,-59%,+13%,Not enough data for this date,Not enough data for this date,-31%,Not
Wadena_County,-40%,-8%,Not enough data for this date,Not enough data for this date,-38%,Not
Waseca_County,-25%,-9%,Not enough data for this date,Not enough data for this date,-23%,Not
Washington_County,-41%,-7%,+136%,-7%,-38%,+15%
Watonwan_County,-51%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-12%,Not
Wilkin_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-38%,Not
Winona_County,-36%,-4%,Not enough data for this date,-54%,-31%,+24%
Wright_County,-39%,+7%,+79%,Not enough data for this date,-31%,+14%
Yellow_Medicine_County,-57%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-38%,Not
