Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Jim_Hogg_County,Not,-47%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Jim_Wells_County,-28%,-1%,Not enough data for this date,Not enough data for this date,-31%,+15%
Johnson_County,-35%,-12%,-28%,Not enough data for this date,-34%,+15%
Jones_County,-33%,-11%,Not enough data for this date,Not enough data for this date,-20%,Not
Karnes_County,-23%,-22%,Not enough data for this date,-51%,-14%,Not
Kaufman_County,-40%,-14%,-49%,-34%,-34%,+17%
Kendall_County,-45%,-19%,-56%,-43%,-38%,+14%
Kerr_County,-39%,-14%,-45%,Not enough data for this date,-28%,+18%
Kimble_County,-51%,Not enough data for this date,Not enough data for this date,-30%,Not enough data for this date,Not
Kleberg_County,-40%,-27%,-73%,-45%,-31%,+16%
La_Salle_County,-65%,-26%,Not enough data for this date,-58%,Not enough data for this date,Not
Lamar_County,-38%,-8%,Not enough data for this date,-43%,-22%,+16%
Lamb_County,-19%,-11%,Not enough data for this date,Not enough data for this date,-22%,Not
Lampasas_County,-42%,-31%,Not enough data for this date,Not enough data for this date,-30%,Not
Lavaca_County,-35%,-16%,Not enough data for this date,Not enough data for this date,-26%,Not
Lee_County,-42%,-41%,Not enough data for this date,Not enough data for this date,-27%,Not
Leon_County,-71%,-40%,-33%,-47%,-17%,Not
Liberty_County,-27%,+10%,Not enough data for this date,-27%,-33%,+14%
Limestone_County,-36%,-23%,Not enough data for this date,Not enough data for this date,-25%,Not
Live_Oak_County,-73%,-36%,Not enough data for this date,-59%,-34%,Not
Llano_County,-38%,-24%,-24%,Not enough data for this date,-28%,Not
Loving_County,Not,-49%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Lubbock_County,-41%,-3%,+34%,-31%,-33%,+12%
Lynn_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-49%,Not
Madison_County,-43%,-59%,Not enough data for this date,Not enough data for this date,-24%,Not
Marion_County,-45%,-4%,Not enough data for this date,Not enough data for this date,-39%,Not
Martin_County,-33%,-14%,Not enough data for this date,Not enough data for this date,-50%,Not
Matagorda_County,-35%,-10%,-57%,Not enough data for this date,-21%,+14%
Maverick_County,-57%,-33%,-90%,-75%,-34%,+27%
McCulloch_County,-37%,-22%,Not enough data for this date,Not enough data for this date,-39%,Not
McLennan_County,-46%,-14%,-31%,-42%,-36%,+14%
McMullen_County,Not,Not enough data for this date,Not enough data for this date,-65%,Not enough data for this date,Not
Medina_County,-21%,+5%,-59%,-42%,-33%,+23%
Midland_County,-50%,-15%,-43%,-36%,-32%,+16%
Milam_County,-39%,-20%,Not enough data for this date,Not enough data for this date,-31%,Not
Mitchell_County,-50%,-23%,-70%,Not enough data for this date,-33%,Not
Montague_County,-18%,-33%,Not enough data for this date,Not enough data for this date,-24%,Not
Montgomery_County,-44%,-7%,-33%,-41%,-38%,+15%
Moore_County,-33%,-17%,Not enough data for this date,-29%,+12%,-1%
Morris_County,-32%,-10%,Not enough data for this date,Not enough data for this date,-20%,Not
Nacogdoches_County,-42%,-12%,-3%,-45%,-30%,+22%
Navarro_County,-49%,+27%,-36%,-58%,-34%,+19%
Newton_County,Not,-2%,Not enough data for this date,Not enough data for this date,-53%,Not
Nolan_County,-35%,-12%,Not enough data for this date,-37%,-20%,Not
Nueces_County,-43%,-9%,-37%,-42%,-36%,+14%
Ochiltree_County,-41%,-14%,Not enough data for this date,Not enough data for this date,-33%,Not
Oldham_County,Not,Not enough data for this date,Not enough data for this date,-13%,Not enough data for this date,Not
Orange_County,-23%,+6%,-52%,-38%,-30%,+14%
Palo_Pinto_County,-25%,-3%,Not enough data for this date,-50%,-29%,+8%
Panola_County,-38%,-19%,Not enough data for this date,-53%,-29%,Not
Parker_County,-39%,-6%,-41%,-42%,-34%,+14%
Parmer_County,Not,-4%,Not enough data for this date,Not enough data for this date,-21%,Not
Pecos_County,-39%,-28%,Not enough data for this date,-30%,-31%,Not
Polk_County,-27%,+2%,-24%,-43%,-29%,+15%
Potter_County,-45%,-3%,-4%,-25%,-27%,+11%
Presidio_County,-52%,-42%,Not enough data for this date,Not enough data for this date,-60%,Not
Rains_County,-53%,-25%,Not enough data for this date,Not enough data for this date,-22%,Not
Randall_County,-36%,-4%,-37%,-25%,-30%,+11%
Reagan_County,Not,-22%,Not enough data for this date,-46%,Not enough data for this date,Not
Real_County,Not,-38%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Red_River_County,-54%,+4%,Not enough data for this date,Not enough data for this date,-37%,Not
Reeves_County,-45%,-26%,Not enough data for this date,-35%,-17%,Not
Refugio_County,-69%,-44%,Not enough data for this date,-57%,-44%,Not
Robertson_County,-52%,-25%,Not enough data for this date,-47%,-10%,Not
Rockwall_County,-46%,-10%,Not enough data for this date,-40%,-38%,+26%
Runnels_County,-25%,-17%,Not enough data for this date,Not enough data for this date,-37%,Not
Rusk_County,-24%,+6%,Not enough data for this date,Not enough data for this date,-20%,+19%
Sabine_County,-35%,-2%,Not enough data for this date,Not enough data for this date,-40%,Not
San_Augustine_County,-64%,-14%,Not enough data for this date,Not enough data for this date,-48%,Not
San_Jacinto_County,-51%,+3%,-40%,Not enough data for this date,-27%,+5%
San_Patricio_County,-32%,-13%,-44%,-32%,-27%,+13%
San_Saba_County,-32%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Scurry_County,-26%,-20%,Not enough data for this date,Not enough data for this date,-26%,Not
Shelby_County,-46%,-19%,Not enough data for this date,Not enough data for this date,-21%,Not
Sherman_County,Not,Not enough data for this date,Not enough data for this date,-25%,Not enough data for this date,Not
Smith_County,-46%,-12%,-45%,-37%,-31%,+14%
Somervell_County,-59%,-22%,Not enough data for this date,Not enough data for this date,-48%,Not
Starr_County,-42%,-20%,-68%,Not enough data for this date,-26%,+28%
Stephens_County,-34%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-39%,Not
Sutton_County,-66%,-27%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Swisher_County,Not,-2%,Not enough data for this date,Not enough data for this date,-38%,Not
Tarrant_County,-48%,-9%,-40%,-72%,-39%,+17%
Taylor_County,-42%,-10%,-35%,-19%,-31%,+13%
Terry_County,-30%,-27%,Not enough data for this date,Not enough data for this date,-14%,Not
Titus_County,-37%,+6%,Not enough data for this date,Not enough data for this date,-21%,+13%
Tom_Green_County,-51%,-13%,-50%,Not enough data for this date,-33%,+14%
Travis_County,-56%,-24%,-63%,-69%,-44%,+19%
Trinity_County,-56%,-10%,Not enough data for this date,Not enough data for this date,-30%,Not
Tyler_County,-32%,+5%,Not enough data for this date,Not enough data for this date,-21%,Not
Upshur_County,-25%,+4%,Not enough data for this date,Not enough data for this date,-32%,+14%
Upton_County,Not,-25%,Not enough data for this date,Not enough data for this date,-49%,Not
Uvalde_County,-35%,-23%,-63%,Not enough data for this date,-25%,Not
Val_Verde_County,-48%,-21%,-35%,Not enough data for this date,-27%,+24%
Van_Zandt_County,-44%,-13%,-29%,-44%,-28%,+17%
Victoria_County,-47%,-18%,-63%,-40%,-33%,+15%
Walker_County,-43%,-7%,-39%,-42%,-32%,+15%
Waller_County,-48%,-5%,Not enough data for this date,-36%,-32%,+26%
Ward_County,-33%,-29%,Not enough data for this date,+22%,-24%,Not
Washington_County,-34%,-14%,Not enough data for this date,Not enough data for this date,-28%,-2%
Webb_County,-55%,-30%,-78%,-43%,-37%,+20%
Wharton_County,-27%,-29%,Not enough data for this date,-44%,-25%,+15%
Wheeler_County,-41%,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not enough data for this date,Not
Wichita_County,-44%,-9%,-17%,-33%,-34%,+14%
Wilbarger_County,-23%,-15%,Not enough data for this date,-40%,-16%,Not
Willacy_County,-58%,-38%,Not enough data for this date,Not enough data for this date,-26%,Not
Williamson_County,-51%,-21%,-52%,-53%,-42%,+18%
Wilson_County,-30%,-42%,-40%,Not enough data for this date,-32%,+24%
Winkler_County,-30%,-32%,Not enough data for this date,+0%,-20%,Not
Wise_County,-35%,-10%,-37%,-40%,-26%,+17%
Wood_County,-33%,-1%,Not enough data for this date,Not enough data for this date,-28%,+17%
Yoakum_County,-34%,-12%,Not enough data for this date,Not enough data for this date,-51%,Not
Young_County,-60%,+43%,Not enough data for this date,Not enough data for this date,-34%,Not
Zapata_County,-55%,-30%,Not enough data for this date,Not enough data for this date,-49%,Not
Zavala_County,-51%,-16%,Not enough data for this date,Not enough data for this date,-47%,Not
