Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Dade_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-38%,Not
Dallas_County,-10%,+17%,Not enough data for this date,Not enough data for this date,-25%,Not
Daviess_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-26%,Not
DeKalb_County,-11%,+3%,Not enough data for this date,Not enough data for this date,-34%,Not
Dent_County,-17%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-11%,Not
Douglas_County,-24%,-21%,Not enough data for this date,Not enough data for this date,-33%,Not
Dunklin_County,-26%,+21%,Not enough data for this date,Not enough data for this date,-9%,Not
Franklin_County,-39%,+16%,+22%,-23%,-28%,+12%
Gasconade_County,-34%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-30%,Not
Gentry_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-50%,Not
Greene_County,-55%,-22%,-25%,-35%,-36%,+12%
Grundy_County,-2%,+2%,Not enough data for this date,Not enough data for this date,-27%,Not
Harrison_County,-81%,-20%,Not enough data for this date,-14%,-32%,Not
Henry_County,-34%,+11%,Not enough data for this date,Not enough data for this date,-20%,-1%
Hickory_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-25%,Not
Howard_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-33%,Not
Howell_County,-43%,-5%,Not enough data for this date,-12%,-23%,+13%
Iron_County,-60%,+10%,+44%,Not enough data for this date,-32%,Not
Jackson_County,-46%,-3%,-6%,-10%,-37%,+12%
Jasper_County,-40%,-1%,+1%,-17%,-30%,+11%
Jefferson_County,-38%,+5%,+6%,-3%,-32%,+13%
Johnson_County,-41%,+10%,Not enough data for this date,Not enough data for this date,-29%,+19%
Laclede_County,-37%,-3%,Not enough data for this date,Not enough data for this date,-26%,+15%
Lafayette_County,-31%,-3%,Not enough data for this date,-18%,-27%,+15%
Lawrence_County,-18%,+18%,Not enough data for this date,-31%,-29%,+12%
Lewis_County,-27%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-41%,Not
Lincoln_County,-36%,+14%,Not enough data for this date,Not enough data for this date,-30%,+19%
Linn_County,-32%,-4%,Not enough data for this date,Not enough data for this date,-29%,Not
Livingston_County,-11%,+11%,Not enough data for this date,Not enough data for this date,-23%,Not
Macon_County,-20%,+6%,Not enough data for this date,-20%,-25%,Not
Madison_County,-19%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-30%,Not
Maries_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-38%,Not
Marion_County,-38%,-2%,Not enough data for this date,-38%,-29%,+13%
McDonald_County,-28%,+1%,Not enough data for this date,Not enough data for this date,-16%,-4%
Miller_County,-34%,+13%,-32%,Not enough data for this date,-29%,-3%
Mississippi_County,-48%,Not enough data for this date,Not enough data for this date,-41%,-26%,Not
Moniteau_County,-22%,+23%,Not enough data for this date,Not enough data for this date,-38%,Not
Monroe_County,-61%,Not enough data for this date,Not enough data for this date,Not enough data for this date,-37%,Not
Montgomery_County,-54%,+2%,Not enough data for this date,Not enough data for this date,-30%,Not
Morgan_County,-26%,+21%,Not enough data for this date,Not enough data for this date,-26%,Not
New_Madrid_County,-28%,+7%,Not enough data for this date,-37%,-12%,Not
Newton_County,-43%,-7%,+52%,-24%,-28%,+16%
Nodaway_County,-40%,-17%,Not enough data for this date,Not enough data for this date,-25%,Not
Oregon_County,-9%,+2%,Not enough data for this date,Not enough data for this date,-33%,Not
Osage_County,-74%,-7%,Not enough data for this date,Not enough data for this date,-44%,Not
Ozark_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-32%,Not
Pemiscot_County,-34%,+22%,Not enough data for this date,-40%,-17%,Not
Perry_County,-42%,-16%,Not enough data for this date,Not enough data for this date,-19%,Not
Pettis_County,-38%,-1%,Not enough data for this date,Not enough data for this date,-29%,+17%
Phelps_County,-49%,-8%,Not enough data for this date,-26%,-26%,+18%
Pike_County,-38%,-11%,Not enough data for this date,Not enough data for this date,-13%,Not
Platte_County,-55%,+26%,+8%,-83%,-36%,+14%
Polk_County,-37%,-2%,-46%,Not enough data for this date,-24%,+12%
Pulaski_County,-40%,-6%,Not enough data for this date,-60%,-17%,+16%
Putnam_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-33%,Not
Ralls_County,-54%,Not enough data for this date,Not enough data for this date,-17%,-33%,Not
Randolph_County,-35%,-8%,Not enough data for this date,Not enough data for this date,-15%,+1%
Ray_County,-32%,+5%,Not enough data for this date,Not enough data for this date,-34%,+7%
Ripley_County,-5%,-2%,Not enough data for this date,Not enough data for this date,-43%,Not
Saline_County,-30%,+1%,Not enough data for this date,Not enough data for this date,-19%,+0%
Schuyler_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-33%,Not
Scott_County,-40%,+6%,Not enough data for this date,-27%,-20%,+15%
Shannon_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-40%,Not
Shelby_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-28%,Not
St._Charles_County,-50%,+6%,+24%,-23%,-39%,+14%
St._Clair_County,-14%,+8%,Not enough data for this date,-25%,-33%,Not
St._Francois_County,-36%,+4%,-29%,Not enough data for this date,-22%,+15%
St._Louis,-62%,-4%,-33%,-40%,-40%,+14%
St._Louis_County,-49%,-5%,-5%,-55%,-39%,+15%
Ste._Genevieve_County,-41%,Not enough data for this date,Not enough data for this date,-20%,-20%,Not
Stoddard_County,-32%,-2%,Not enough data for this date,Not enough data for this date,-15%,-2%
Stone_County,-20%,+14%,Not enough data for this date,Not enough data for this date,-32%,+9%
Sullivan_County,Not,Not enough data for this date,Not enough data for this date,Not enough data for this date,-7%,Not
Taney_County,-57%,-4%,-27%,Not enough data for this date,-48%,+16%
Texas_County,-76%,+97%,Not enough data for this date,Not enough data for this date,-18%,Not
Vernon_County,-35%,+6%,Not enough data for this date,-29%,-14%,Not
Warren_County,-27%,+6%,Not enough data for this date,-15%,-31%,+18%
Washington_County,-9%,+20%,Not enough data for this date,Not enough data for this date,-18%,Not
Wayne_County,+0%,+9%,Not enough data for this date,Not enough data for this date,-39%,Not
Webster_County,-31%,+4%,Not enough data for this date,-36%,-27%,+13%
Wright_County,-35%,+23%,Not enough data for this date,Not enough data for this date,-18%,Not
